custid,active,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,days_active,days_conversion,firstorderday,lastorderday,single_day_customer,days_lastorderrecency
WDTGXQ,1,2013-10-23,2013-10-27,2014-01-12,50,26.0,2.0,34.5,0.07792207799999999,1,1,1,Monday,MAA,77,4,Sunday,Sunday,False,1470
PPXSY3,0,2013-10-24,2013-10-24,2013-10-24,13,15.38461538,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1550
AWXUF3,1,2013-10-24,2013-10-24,2013-11-18,33,3.03030303,0.0,67.97,0.12,1,0,1,Tuesday,MAA,25,0,Thursday,Monday,False,1525
BSUS72,1,2013-10-24,2013-11-05,2013-11-28,19,47.36842105,10.52631579,37.33,0.130434783,1,0,1,Friday,MAA,23,12,Tuesday,Thursday,False,1515
34DBQW,1,2013-10-24,2014-01-03,2014-01-03,31,32.25806452,3.225806452,40.02,0.0,1,1,0,Tuesday,BOM,0,71,Friday,Friday,True,1479
DBN74M,1,2013-10-01,2013-10-24,2013-10-24,31,6.451612902999999,0.0,41.68,0.0,1,0,0,Friday,MAA,0,23,Thursday,Thursday,True,1550
J6LM28,1,2013-09-15,2013-10-24,2013-12-05,29,55.17241379,6.896551724,68.21,0.047619048,1,0,0,Friday,DEL,42,39,Thursday,Thursday,False,1508
8AJ4N6,1,2013-10-24,2013-11-01,2014-01-15,55,18.18181818,10.90909091,27.93,0.2,1,1,0,Thursday,MAA,75,8,Friday,Wednesday,False,1467
RCLBS8,1,2013-10-24,2013-10-24,2013-10-24,32,0.0,0.0,40.25,0.0,1,0,0,Wednesday,BOM,0,0,Thursday,Thursday,True,1550
CUT2P2,1,2013-10-24,2013-10-28,2013-10-28,28,57.14285714,7.142857143,79.93,0.0,1,0,0,Thursday,MAA,0,4,Monday,Monday,True,1546
5TJ878,1,2013-10-24,2013-10-24,2013-10-24,31,12.90322581,9.677419355,25.0,0.0,1,0,0,Monday,MAA,0,0,Thursday,Thursday,True,1550
FZPFEY,1,2013-10-24,2013-10-24,2013-10-24,30,3.333333333,3.333333333,40.02,0.0,1,1,0,Friday,BOM,0,0,Thursday,Thursday,True,1550
TE6P2D,1,2013-10-24,2013-10-24,2013-11-11,29,20.68965517,6.896551724,55.39,0.111111111,1,1,0,Tuesday,MAA,18,0,Thursday,Monday,False,1532
4VQUR3,1,2013-10-24,2013-11-05,2013-11-05,35,48.57142857,11.42857143,55.83,0.0,1,0,0,Thursday,BLR,0,12,Tuesday,Tuesday,True,1538
QRZS4U,1,2013-10-24,2013-11-04,2013-11-04,38,5.263157895,2.631578947,89.53,0.0,1,0,0,Thursday,BLR,0,11,Monday,Monday,True,1539
J4X83T,1,2013-10-24,2013-11-05,2013-11-05,33,21.21212121,3.03030303,73.86,0.0,1,0,0,Wednesday,MAA,0,12,Tuesday,Tuesday,True,1538
43VSS9,1,2013-10-24,2013-10-25,2013-10-25,20,65.0,5.0,19.72,0.0,1,0,0,Monday,MAA,0,1,Friday,Friday,True,1549
C2BQFP,1,2013-10-24,2013-11-03,2013-11-03,27,92.59259259,18.51851852,40.45,0.0,1,0,0,Tuesday,MAA,0,10,Sunday,Sunday,True,1540
TCL984,0,2013-10-24,2013-10-24,2013-10-24,14,42.85714286,7.142857143,40.0,0.0,1,0,0,Monday,MAA,0,0,Thursday,Thursday,True,1550
XLNWSQ,1,2013-10-24,2013-10-24,2014-01-05,37,18.91891892,10.81081081,129.52,0.054794521,1,1,0,Friday,MAA,73,0,Thursday,Sunday,False,1477
E5GN7Q,1,2013-10-24,2013-12-05,2013-12-05,35,31.42857143,2.857142857,74.33,0.0,1,0,0,Friday,MAA,0,42,Thursday,Thursday,True,1508
SQ8EEN,0,2013-09-08,2013-09-08,2013-11-20,0,0.0,0.0,64.55,0.08219178099999999,1,0,0,Thursday,BLR,73,0,Sunday,Wednesday,False,1523
87EQ7T,1,2013-10-24,2013-10-24,2013-10-31,31,12.90322581,9.677419355,38.0,0.28571428600000004,1,0,0,Saturday,MAA,7,0,Thursday,Thursday,False,1543
C8FH5F,0,2013-10-24,2013-10-28,2013-10-28,5,60.0,20.0,39.44,0.0,1,0,0,Tuesday,MAA,0,4,Monday,Monday,True,1546
JD6S3D,1,2013-10-24,2013-10-24,2013-10-24,20,95.0,10.0,49.2,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1550
W3D6DD,0,2013-10-24,2013-10-25,2013-11-20,2,100.0,0.0,29.04,0.076923077,1,1,0,Thursday,DEL,26,1,Friday,Wednesday,False,1523
K3MYAE,0,2013-10-24,2013-11-05,2013-11-05,18,38.88888889,11.11111111,39.58,0.0,1,0,0,Thursday,BLR,0,12,Tuesday,Tuesday,True,1538
5JMY9N,1,2013-10-24,2013-10-24,2013-10-24,24,87.5,16.66666667,40.02,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1550
7YN84B,1,2013-10-24,2013-10-24,2013-10-24,31,6.451612902999999,3.225806452,51.16,0.0,1,1,0,Monday,BOM,0,0,Thursday,Thursday,True,1550
6LYM5G,1,2013-10-24,2013-10-24,2013-10-31,30,10.0,3.333333333,59.65,0.28571428600000004,1,0,0,Friday,DEL,7,0,Thursday,Thursday,False,1543
R66C7K,1,2013-10-24,2013-10-24,2013-10-24,27,29.62962963,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1550
MLU2TM,1,2013-10-24,2013-12-14,2013-12-14,31,90.32258065,16.12903226,40.02,0.0,1,0,0,Thursday,MAA,0,51,Saturday,Saturday,True,1499
N93285,1,2013-10-24,2013-10-24,2013-11-25,34,23.52941176,5.8823529410000015,30.08,0.21875,1,0,1,Tuesday,BLR,32,0,Thursday,Monday,False,1518
3SWU4Q,1,2013-10-24,2013-10-24,2013-10-24,35,14.28571429,0.0,42.06,0.0,1,0,0,Friday,BOM,0,0,Thursday,Thursday,True,1550
3RR4ZS,1,2013-10-11,2013-10-24,2013-10-24,33,0.0,0.0,40.02,0.0,1,0,0,Monday,DEL,0,13,Thursday,Thursday,True,1550
7XXBEY,1,2013-10-24,2013-10-29,2014-01-07,39,20.51282051,5.128205128,177.08,0.171428571,1,1,1,Wednesday,MAA,70,5,Tuesday,Tuesday,False,1475
PDVCF3,1,2013-10-24,2013-10-24,2013-11-03,36,13.88888889,8.333333332999999,36.85,0.2,1,0,0,Friday,DEL,10,0,Thursday,Sunday,False,1540
KPAMVC,1,2013-10-24,2013-10-24,2013-10-24,40,7.5,0.0,40.02,0.0,1,0,0,Tuesday,DEL,0,0,Thursday,Thursday,True,1550
58F7UZ,1,2013-10-14,2013-10-24,2013-10-24,31,12.90322581,0.0,57.24,0.0,1,0,0,Saturday,BLR,0,10,Thursday,Thursday,True,1550
FDY6MW,1,2013-10-24,2013-10-25,2014-01-02,37,29.72972973,5.405405405,44.35,0.086956522,1,1,0,Saturday,BLR,69,1,Friday,Thursday,False,1480
9R4UXG,1,2013-10-25,2013-10-25,2013-10-25,39,12.82051282,0.0,40.0,0.0,1,0,0,Tuesday,MAA,0,0,Friday,Friday,True,1549
7XFZZM,1,2013-10-25,2013-10-25,2013-10-25,29,17.24137931,3.448275862,40.02,0.0,1,1,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
DSSH5U,1,2013-10-25,2013-10-25,2014-01-16,39,15.38461538,10.25641026,49.07,0.036144578,1,0,0,Monday,MAA,83,0,Friday,Thursday,False,1466
PCE9LG,0,2013-10-25,2013-10-25,2013-12-13,20,10.0,5.0,40.02,0.040816327,1,0,0,Monday,BOM,49,0,Friday,Friday,False,1500
7C7VK5,1,2013-10-25,2013-10-25,2013-12-02,29,24.13793103,10.34482759,38.46,0.052631579000000005,0,0,0,Tuesday,BOM,38,0,Friday,Monday,False,1511
U7NVU9,1,2013-10-25,2013-10-25,2013-10-25,30,3.333333333,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0,Friday,Friday,True,1549
TG39C9,1,2013-10-25,2013-10-25,2013-12-09,34,41.17647059,5.8823529410000015,38.33,0.111111111,1,1,0,Tuesday,DEL,45,0,Friday,Monday,False,1504
5A8RE8,1,2013-10-25,2013-10-25,2013-10-25,24,62.5,16.66666667,40.02,0.0,1,1,0,Monday,BOM,0,0,Friday,Friday,True,1549
WGE88N,1,2013-09-18,2013-11-04,2014-01-09,26,76.92307692,11.53846154,52.67,0.121212121,1,0,0,Tuesday,MAA,66,47,Monday,Thursday,False,1473
G8XZYM,1,2013-10-04,2013-10-29,2013-11-17,28,25.0,17.85714286,32.58,0.15789473699999998,1,0,0,Friday,MAA,19,25,Tuesday,Sunday,False,1526
EUJX7A,1,2013-10-25,2013-10-25,2013-12-01,28,92.85714286,17.85714286,183.96,0.081081081,1,0,0,Tuesday,BLR,37,0,Friday,Sunday,False,1512
2AGFD8,1,2013-10-25,2013-10-25,2014-01-16,34,97.05882353,11.76470588,178.77,0.108433735,1,1,0,Friday,BOM,83,0,Friday,Thursday,False,1466
7HQMAH,1,2013-10-22,2013-10-30,2013-10-30,32,6.25,0.0,54.2,0.0,1,0,0,Friday,BOM,0,8,Wednesday,Wednesday,True,1544
WCHUM7,1,2013-10-25,2013-11-15,2013-11-15,32,53.125,18.75,81.49,0.0,1,0,0,Saturday,MAA,0,21,Friday,Friday,True,1528
ACRN28,0,2013-10-25,2013-10-26,2013-11-10,11,54.54545455,45.45454545,64.05,0.133333333,1,0,0,Monday,MAA,15,1,Saturday,Sunday,False,1533
HLDMNV,1,2013-10-25,2013-11-27,2013-11-27,40,30.0,12.5,59.7,0.0,1,0,0,Friday,MAA,0,33,Wednesday,Wednesday,True,1516
GYXAGP,1,2013-10-25,2013-10-25,2013-10-25,29,13.79310345,3.448275862,45.31,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
9ECQC7,1,2013-10-24,2013-10-25,2013-12-08,33,9.090909091,3.03030303,114.77,0.06818181799999999,1,0,0,Monday,MAA,44,1,Friday,Sunday,False,1505
UCVM36,0,2013-10-25,2013-10-25,2013-10-25,2,100.0,0.0,40.02,0.0,1,0,0,Tuesday,DEL,0,0,Friday,Friday,True,1549
B7SQ7T,1,2013-10-24,2013-10-25,2013-10-25,31,12.90322581,0.0,40.03,0.0,1,1,0,Thursday,MAA,0,1,Friday,Friday,True,1549
GT9JDY,1,2013-10-25,2013-12-13,2013-12-13,32,53.125,25.0,89.35,0.0,1,0,0,Monday,MAA,0,49,Friday,Friday,True,1500
XR9TQN,1,2013-10-25,2013-10-25,2013-10-25,30,6.666666667,3.333333333,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
RCNJSS,1,2013-10-25,2013-11-10,2013-11-10,25,88.0,12.0,49.59,0.0,1,0,0,Tuesday,MAA,0,16,Sunday,Sunday,True,1533
6XUPTJ,1,2013-10-25,2013-10-26,2013-10-26,30,10.0,6.666666667,97.42,0.0,1,0,0,Thursday,MAA,0,1,Saturday,Saturday,True,1548
8Z8QEB,1,2013-10-25,2013-10-26,2013-11-24,28,53.57142857,3.571428571,61.42,0.172413793,1,0,0,Tuesday,MAA,29,1,Saturday,Sunday,False,1519
6QJSRN,1,2013-10-25,2013-10-30,2013-10-30,29,13.79310345,6.896551724,66.42,0.0,1,0,0,Thursday,MAA,0,5,Wednesday,Wednesday,True,1544
QD8VRT,0,2013-10-25,2013-10-25,2013-10-25,1,100.0,0.0,40.02,0.0,1,1,0,Wednesday,MAA,0,0,Friday,Friday,True,1549
6JZRZ8,0,2013-10-25,2013-10-25,2013-11-30,1,100.0,0.0,75.99,0.055555556,0,0,0,Monday,BOM,36,0,Friday,Saturday,False,1513
FWWL7H,1,2013-10-25,2013-11-15,2014-01-06,31,93.5483871,67.74193548,97.46,0.096153846,1,0,1,Tuesday,MAA,52,21,Friday,Monday,False,1476
4C3JAZ,1,2013-09-28,2013-10-27,2014-01-16,36,80.55555556,11.11111111,71.71,0.098765432,1,1,0,Monday,MAA,81,29,Sunday,Thursday,False,1466
NJVH9H,1,2013-10-25,2013-10-25,2013-10-25,6,66.66666667,16.66666667,44.97,0.0,1,0,0,Tuesday,MAA,0,0,Friday,Friday,True,1549
GBD2RT,1,2013-10-25,2013-10-25,2013-10-25,21,76.19047619,9.523809523999999,60.0,0.0,1,0,0,Monday,MAA,0,0,Friday,Friday,True,1549
947L8M,1,2013-10-25,2013-10-29,2013-10-29,33,12.12121212,3.03030303,63.22,0.0,1,0,0,Friday,MAA,0,4,Tuesday,Tuesday,True,1545
XL9VGK,1,2013-10-25,2013-10-25,2013-10-25,6,16.66666667,0.0,40.02,0.0,1,1,0,Wednesday,BOM,0,0,Friday,Friday,True,1549
HCK7J4,1,2013-10-25,2013-10-27,2013-10-27,32,3.125,3.125,50.87,0.0,1,0,0,Tuesday,MAA,0,2,Sunday,Sunday,True,1547
HWLXQE,1,2013-10-01,2013-10-25,2013-10-25,17,5.8823529410000015,0.0,51.33,0.0,1,0,0,Tuesday,MAA,0,24,Friday,Friday,True,1549
RND8JM,1,2013-10-25,2013-10-25,2013-10-25,32,15.625,0.0,40.02,0.0,1,1,0,Friday,BOM,0,0,Friday,Friday,True,1549
UJFCK7,1,2013-10-04,2013-10-25,2013-12-22,33,39.39393939,15.15151515,52.93,0.034482759,1,1,0,Monday,BOM,58,21,Friday,Sunday,False,1491
DF8PP6,0,2013-10-25,2013-11-13,2013-11-25,8,12.5,12.5,44.2,0.333333333,1,0,0,Thursday,DEL,12,19,Wednesday,Monday,False,1518
YVBSX8,1,2013-10-25,2013-10-26,2013-10-26,4,100.0,25.0,48.13,0.0,1,0,0,Monday,DEL,0,1,Saturday,Saturday,True,1548
SK8BPJ,0,2013-10-25,2013-10-25,2013-10-25,2,50.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
ES5LXK,1,2011-07-27,2011-07-27,2012-11-27,23,47.82608696,8.695652174,82.78,0.016359918,0,0,0,Wednesday,BOM,489,0,Wednesday,Tuesday,False,1881
WWBBPQ,1,2013-10-25,2013-10-26,2013-10-26,34,5.8823529410000015,5.8823529410000015,44.68,0.0,1,0,0,Friday,MAA,0,1,Saturday,Saturday,True,1548
WCQBBG,0,2013-10-25,2013-10-25,2013-10-25,16,18.75,6.25,56.02,0.0,1,0,0,Monday,MAA,0,0,Friday,Friday,True,1549
86PN96,1,2013-10-25,2013-10-27,2013-11-07,9,44.44444444,22.22222222,18.87,0.181818182,1,0,0,Friday,MAA,11,2,Sunday,Thursday,False,1536
RDAMR8,1,2013-10-25,2013-10-25,2013-10-25,36,13.88888889,2.777777778,72.91,0.0,1,0,0,Monday,BOM,0,0,Friday,Friday,True,1549
5DA9LC,1,2013-10-25,2013-11-13,2013-11-13,38,2.631578947,2.631578947,40.02,0.0,1,1,0,Thursday,BOM,0,19,Wednesday,Wednesday,True,1530
AZ7HM2,1,2013-10-25,2013-10-25,2013-10-25,28,25.0,10.71428571,40.0,0.0,1,0,1,Wednesday,MAA,0,0,Friday,Friday,True,1549
ZRWGBE,1,2013-10-25,2013-12-29,2014-01-09,35,17.14285714,8.571428571,23.35,0.181818182,1,0,0,Thursday,DEL,11,65,Sunday,Thursday,False,1473
C2NMJQ,1,2013-10-25,2013-10-25,2013-10-30,5,80.0,20.0,46.88,0.4,1,0,0,Tuesday,BOM,5,0,Friday,Wednesday,False,1544
BFCLJY,1,2013-10-25,2013-10-25,2013-10-25,10,60.0,20.0,40.02,0.0,1,1,0,Friday,BOM,0,0,Friday,Friday,True,1549
3QE5EF,1,2013-10-25,2013-10-25,2013-10-25,31,3.225806452,0.0,40.14,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
8MEFZ9,1,2013-10-25,2013-10-25,2013-10-25,31,0.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
VGA98R,1,2013-10-25,2013-10-27,2013-10-27,31,9.677419355,3.225806452,27.95,0.0,1,0,0,Tuesday,MAA,0,2,Sunday,Sunday,True,1547
7ZGJUD,1,2013-10-25,2013-11-24,2013-11-24,43,18.60465116,4.651162791,90.36,0.0,1,0,0,Tuesday,MAA,0,30,Sunday,Sunday,True,1519
3UD3M9,0,2013-10-25,2013-11-16,2013-11-16,17,35.29411765,17.64705882,101.27,0.0,1,0,0,Monday,MAA,0,22,Saturday,Saturday,True,1527
HNYF2Q,1,2013-10-25,2013-10-25,2013-10-25,15,13.33333333,0.0,40.02,0.0,1,0,0,Friday,BOM,0,0,Friday,Friday,True,1549
FY63BA,1,2013-10-25,2013-10-28,2013-12-11,26,76.92307692,15.38461538,48.36,0.045454545,1,0,0,Thursday,MAA,44,3,Monday,Wednesday,False,1502
27J3QL,1,2013-10-25,2013-10-28,2013-10-28,32,9.375,0.0,72.94,0.0,1,0,0,Tuesday,MAA,0,3,Monday,Monday,True,1546
RD9VVP,0,2013-10-25,2013-10-27,2013-10-27,2,50.0,50.0,30.25,0.0,1,0,0,Tuesday,MAA,0,2,Sunday,Sunday,True,1547
7FVLHU,1,2013-10-25,2013-10-25,2013-10-25,35,0.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
YZUN4D,1,2013-10-25,2013-10-25,2013-10-25,32,3.125,3.125,40.02,0.0,1,0,0,Thursday,BOM,0,0,Friday,Friday,True,1549
X48J8S,1,2013-10-25,2013-10-26,2013-10-26,29,13.79310345,3.448275862,53.6,0.0,1,0,0,Wednesday,BOM,0,1,Saturday,Saturday,True,1548
B8FZAU,1,2013-10-25,2013-10-25,2013-10-25,36,0.0,0.0,40.02,0.0,1,1,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
TJV8CP,1,2013-10-25,2013-11-06,2013-11-06,31,45.16129032,9.677419355,69.7,0.0,1,0,0,Thursday,BLR,0,12,Wednesday,Wednesday,True,1537
ZUYUBC,1,2013-10-25,2013-11-14,2013-11-14,37,13.51351351,8.108108108,97.13,0.0,1,0,0,Tuesday,BLR,0,20,Thursday,Thursday,True,1529
GJB94D,1,2013-10-25,2013-10-28,2013-10-28,32,18.75,9.375,79.79,0.0,1,0,0,Tuesday,BLR,0,3,Monday,Monday,True,1546
JCPQT5,1,2013-08-31,2013-11-10,2013-11-10,40,7.5,2.5,40.02,0.0,1,0,0,Wednesday,BOM,0,71,Sunday,Sunday,True,1533
ZGKQYS,1,2013-10-25,2013-12-16,2014-01-13,43,25.58139535,6.976744186,75.72,0.107142857,1,1,0,Tuesday,BOM,28,52,Monday,Monday,False,1469
78UXK5,1,2013-09-25,2013-10-25,2014-01-06,42,9.523809523999999,4.761904762,112.42,0.123287671,1,1,0,Tuesday,BOM,73,30,Friday,Monday,False,1476
UP2NDV,1,2013-10-25,2013-10-25,2013-10-25,10,20.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1549
TQZ6AL,1,2013-10-25,2013-10-25,2013-10-25,33,3.03030303,0.0,40.02,0.0,1,1,0,Monday,BOM,0,0,Friday,Friday,True,1549
JQGDUQ,1,2013-10-25,2013-10-25,2013-10-25,32,0.0,0.0,40.02,0.0,1,0,0,Monday,DEL,0,0,Friday,Friday,True,1549
GK6DEE,1,2013-10-25,2013-10-25,2013-10-25,34,2.9411764710000003,2.9411764710000003,44.93,0.0,1,0,0,Thursday,BOM,0,0,Friday,Friday,True,1549
ADPVB6,1,2013-10-25,2013-10-25,2013-10-25,34,0.0,0.0,25.0,0.0,1,0,0,Thursday,BLR,0,0,Friday,Friday,True,1549
GELSV5,1,2013-10-26,2013-10-26,2013-10-26,32,6.25,0.0,51.16,0.0,1,0,0,Tuesday,BLR,0,0,Saturday,Saturday,True,1548
7GDP6R,1,2013-10-14,2013-12-08,2013-12-24,40,17.5,5.0,76.43,0.1875,1,0,1,Monday,MAA,16,55,Sunday,Tuesday,False,1489
UL4Q4Q,1,2013-10-26,2013-10-26,2013-10-26,31,3.225806452,0.0,63.74,0.0,1,0,0,Monday,BOM,0,0,Saturday,Saturday,True,1548
M7WHBA,1,2013-10-13,2013-11-04,2013-11-30,37,0.0,0.0,100.55,0.115384615,1,0,0,Tuesday,DEL,26,22,Monday,Saturday,False,1513
SPDLVR,1,2013-10-26,2013-10-26,2013-11-05,21,66.66666667,4.761904762,56.02,0.2,0,1,0,Wednesday,BOM,10,0,Saturday,Tuesday,False,1538
279VF8,1,2013-10-26,2013-12-28,2013-12-28,36,41.66666667,8.333333332999999,74.97,0.0,1,1,0,Monday,BOM,0,63,Saturday,Saturday,True,1485
SCYJPP,1,2013-10-26,2013-10-29,2013-10-29,26,30.76923077,7.692307692000001,90.44,0.0,1,0,0,Wednesday,MAA,0,3,Tuesday,Tuesday,True,1545
JBWUNB,1,2013-10-26,2013-11-11,2013-11-11,36,27.77777778,11.11111111,56.8,0.0,1,0,0,Friday,MAA,0,16,Monday,Monday,True,1532
WCZ27B,1,2013-10-26,2013-11-30,2013-11-30,42,9.523809523999999,2.380952381,40.02,0.0,1,0,0,Monday,MAA,0,35,Saturday,Saturday,True,1513
2DF9GP,1,2013-10-26,2013-10-26,2013-10-26,40,12.5,0.0,27.63,0.0,1,0,0,Monday,DEL,0,0,Saturday,Saturday,True,1548
76S64Y,1,2013-10-26,2013-10-26,2013-10-26,41,0.0,0.0,40.25,0.0,1,0,0,Tuesday,BOM,0,0,Saturday,Saturday,True,1548
X52MLN,1,2013-10-26,2013-11-02,2013-11-02,35,5.714285714,2.857142857,82.78,0.0,1,0,0,Monday,MAA,0,7,Saturday,Saturday,True,1541
E2JU7R,1,2013-10-26,2013-11-17,2013-11-17,38,5.263157895,0.0,87.71,0.0,1,0,0,Tuesday,MAA,0,22,Sunday,Sunday,True,1526
DBQCRR,1,2013-10-26,2013-10-28,2013-10-28,14,14.28571429,7.142857143,40.0,0.0,1,0,0,Thursday,MAA,0,2,Monday,Monday,True,1546
43W72B,1,2013-10-26,2013-10-29,2014-01-13,30,86.66666667,16.66666667,89.91,0.144736842,1,0,1,Friday,MAA,76,3,Tuesday,Monday,False,1469
FH2TDB,1,2013-10-26,2013-10-27,2013-10-27,30,13.33333333,3.333333333,51.58,0.0,1,0,0,Tuesday,MAA,0,1,Sunday,Sunday,True,1547
KC76TQ,1,2013-10-26,2013-10-28,2013-11-13,32,6.25,3.125,99.9,0.125,1,0,0,Thursday,MAA,16,2,Monday,Wednesday,False,1530
HNP66R,0,2013-10-26,2013-10-28,2013-10-28,2,50.0,50.0,29.14,0.0,1,0,0,Thursday,MAA,0,2,Monday,Monday,True,1546
VRTF9K,1,2013-10-26,2013-11-10,2014-01-12,33,54.54545455,6.0606060610000005,29.54,0.063492063,1,0,0,Tuesday,MAA,63,15,Sunday,Sunday,False,1470
LSX2HQ,1,2013-10-26,2013-10-27,2014-01-15,32,81.25,21.875,58.9,0.1,1,0,0,Thursday,MAA,80,1,Sunday,Wednesday,False,1467
UFVNL7,1,2013-10-26,2013-10-31,2013-11-07,36,0.0,0.0,38.46,0.28571428600000004,1,0,1,Friday,DEL,7,5,Thursday,Thursday,False,1536
CCVBZX,1,2013-10-24,2013-10-26,2013-10-26,28,46.42857143,14.28571429,50.53,0.0,1,0,0,Wednesday,MAA,0,2,Saturday,Saturday,True,1548
ZN2LY4,1,2013-10-26,2013-11-21,2013-11-21,39,17.94871795,2.564102564,34.85,0.0,1,0,0,Friday,MAA,0,26,Thursday,Thursday,True,1522
2UWD7G,1,2013-10-26,2013-10-28,2013-10-28,30,16.66666667,6.666666667,30.27,0.0,1,0,0,Thursday,MAA,0,2,Monday,Monday,True,1546
FRL2LP,1,2013-10-26,2013-10-27,2013-10-27,31,9.677419355,3.225806452,36.74,0.0,1,0,0,Monday,MAA,0,1,Sunday,Sunday,True,1547
PPVKRV,1,2013-10-26,2013-10-27,2013-10-27,29,34.48275862,3.448275862,81.87,0.0,1,0,0,Tuesday,BOM,0,1,Sunday,Sunday,True,1547
3YH29X,1,2013-10-26,2013-11-04,2013-11-04,24,91.66666667,12.5,38.35,0.0,1,0,0,Thursday,MAA,0,9,Monday,Monday,True,1539
42ZFBP,1,2013-10-26,2013-10-26,2013-10-26,33,3.03030303,3.03030303,45.1,0.0,1,1,0,Monday,BOM,0,0,Saturday,Saturday,True,1548
EGJP2R,1,2013-10-26,2013-10-26,2013-10-26,32,6.25,0.0,52.55,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1548
PG6S77,1,2013-10-26,2013-10-27,2013-10-27,29,10.34482759,0.0,53.16,0.0,1,0,0,Monday,DEL,0,1,Sunday,Sunday,True,1547
9HTZL3,1,2013-10-26,2013-10-28,2013-10-28,32,9.375,9.375,117.92,0.0,1,0,0,Tuesday,BOM,0,2,Monday,Monday,True,1546
ETEEGG,1,2013-10-26,2013-10-27,2013-11-01,29,17.24137931,6.896551724,47.92,0.4,1,0,0,Monday,BLR,5,1,Sunday,Friday,False,1542
LSBGTE,1,2013-10-26,2013-10-26,2013-10-26,35,25.71428571,5.714285714,40.02,0.0,1,0,0,Thursday,DEL,0,0,Saturday,Saturday,True,1548
379NXG,0,2013-10-26,2013-11-02,2013-11-02,18,33.33333333,5.555555556,47.67,0.0,1,0,0,Friday,BOM,0,7,Saturday,Saturday,True,1541
KL49FG,1,2013-10-26,2013-11-20,2013-11-20,39,20.51282051,7.692307692000001,89.66,0.0,1,0,0,Thursday,MAA,0,25,Wednesday,Wednesday,True,1523
P4TACV,1,2013-10-26,2013-10-27,2013-10-27,32,9.375,6.25,93.98,0.0,1,0,0,Tuesday,MAA,0,1,Sunday,Sunday,True,1547
WVKSC2,0,2013-10-26,2013-10-26,2013-11-03,29,3.448275862,3.448275862,38.46,0.25,1,0,0,Monday,DEL,8,0,Saturday,Sunday,False,1540
ADZ2QB,1,2013-08-27,2013-10-26,2014-01-12,34,26.47058824,20.58823529,24.2,0.038461538,1,0,0,Monday,BOM,78,60,Saturday,Sunday,False,1470
EBW4FL,1,2013-10-25,2014-01-17,2014-01-17,30,56.66666667,10.0,40.2,0.0,1,0,0,Monday,BOM,0,84,Friday,Friday,True,1465
NV4KZW,1,2013-10-21,2013-12-01,2013-12-01,35,22.85714286,0.0,50.59,0.0,1,0,0,Tuesday,BLR,0,41,Sunday,Sunday,True,1512
8MHR2H,1,2013-10-26,2013-10-27,2013-12-29,41,60.97560976,24.3902439,50.06,0.047619048,1,1,1,Monday,MAA,63,1,Sunday,Sunday,False,1484
SW6BU8,1,2013-10-26,2013-10-27,2013-10-27,31,16.12903226,3.225806452,89.98,0.0,0,0,0,Tuesday,BLR,0,1,Sunday,Sunday,True,1547
4UR5R8,1,2013-10-26,2013-10-26,2013-10-26,22,50.0,27.27272727,51.71,0.0,1,0,0,Wednesday,MAA,0,0,Saturday,Saturday,True,1548
8V9HNY,1,2013-10-26,2013-11-11,2014-01-20,34,100.0,41.17647059,34.7,0.114285714,1,1,0,Tuesday,BLR,70,16,Monday,Monday,False,1462
K8UBX5,1,2013-10-26,2013-11-05,2014-01-20,35,34.28571429,22.85714286,99.85,0.065789474,1,0,0,Wednesday,BLR,76,10,Tuesday,Monday,False,1462
EWRLZV,1,2013-10-26,2013-10-27,2013-11-25,26,88.46153846,26.92307692,47.36,0.103448276,1,0,0,Tuesday,BLR,29,1,Sunday,Monday,False,1518
SVD7SS,1,2013-10-26,2013-10-27,2013-12-07,30,56.66666667,13.33333333,63.3,0.048780488,1,0,0,Saturday,BLR,41,1,Sunday,Saturday,False,1506
5VTXWZ,1,2014-01-10,2014-01-11,2014-01-11,18,61.11111111,22.22222222,50.65,0.0,1,0,0,Saturday,MAA,0,1,Saturday,Saturday,True,1471
NQPBWZ,1,2013-10-26,2013-10-26,2013-10-26,31,0.0,0.0,52.74,0.0,1,0,0,Monday,BOM,0,0,Saturday,Saturday,True,1548
